"REF_DATE","GEO","DGUID","Security software use","Household income quartile","Age group","Level of education","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Canada","2016A000011124","Internet users that currently use security software","Lowest quartile household income","Internet users aged 45 to 64 years","Bachelor's degree or higher","Percent","239","units ","0","v74049275","1.1.2.4.4","83.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Lowest quartile household income","Internet users aged 65 years and over","Total, level of education","Percent","239","units ","0","v74049276","1.1.2.5.1","73.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Lowest quartile household income","Internet users aged 65 years and over","High school or less","Percent","239","units ","0","v74049277","1.1.2.5.2","68.2","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Lowest quartile household income","Internet users aged 65 years and over","College, trades, or some university","Percent","239","units ","0","v74049278","1.1.2.5.3","80.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Lowest quartile household income","Internet users aged 65 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049279","1.1.2.5.4","68.9","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Total, Internet users aged 16 years and over","Total, level of education","Percent","239","units ","0","v65778245","1.1.3.1.1","81.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Total, Internet users aged 16 years and over","High school or less","Percent","239","units ","0","v74049280","1.1.3.1.2","78.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Total, Internet users aged 16 years and over","College, trades, or some university","Percent","239","units ","0","v74049281","1.1.3.1.3","82.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Total, Internet users aged 16 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049282","1.1.3.1.4","85.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 16 to 24 years","Total, level of education","Percent","239","units ","0","v74049283","1.1.3.2.1","79.2","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 16 to 24 years","High school or less","Percent","239","units ","0","v74049284","1.1.3.2.2","81.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 16 to 24 years","College, trades, or some university","Percent","239","units ","0","v74049285","1.1.3.2.3","75.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 16 to 24 years","Bachelor's degree or higher","Percent","239","units ","0","v74049286","1.1.3.2.4","92.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 25 to 44 years","Total, level of education","Percent","239","units ","0","v74049287","1.1.3.3.1","78.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 25 to 44 years","High school or less","Percent","239","units ","0","v74049288","1.1.3.3.2","69.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 25 to 44 years","College, trades, or some university","Percent","239","units ","0","v74049289","1.1.3.3.3","81.3","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 25 to 44 years","Bachelor's degree or higher","Percent","239","units ","0","v74049290","1.1.3.3.4","83.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 45 to 64 years","Total, level of education","Percent","239","units ","0","v74049291","1.1.3.4.1","86.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 45 to 64 years","High school or less","Percent","239","units ","0","v74049292","1.1.3.4.2","84.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 45 to 64 years","College, trades, or some university","Percent","239","units ","0","v74049293","1.1.3.4.3","86.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 45 to 64 years","Bachelor's degree or higher","Percent","239","units ","0","v74049294","1.1.3.4.4","88.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 65 years and over","Total, level of education","Percent","239","units ","0","v74049295","1.1.3.5.1","84.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 65 years and over","High school or less","Percent","239","units ","0","v74049296","1.1.3.5.2","77.9","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 65 years and over","College, trades, or some university","Percent","239","units ","0","v74049297","1.1.3.5.3","90.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Second quartile household income","Internet users aged 65 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049298","1.1.3.5.4","84.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Total, Internet users aged 16 years and over","Total, level of education","Percent","239","units ","0","v65778246","1.1.4.1.1","86.3","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Total, Internet users aged 16 years and over","High school or less","Percent","239","units ","0","v74049299","1.1.4.1.2","85.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Total, Internet users aged 16 years and over","College, trades, or some university","Percent","239","units ","0","v74049300","1.1.4.1.3","87.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Total, Internet users aged 16 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049301","1.1.4.1.4","84.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 16 to 24 years","Total, level of education","Percent","239","units ","0","v74049302","1.1.4.2.1","79.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 16 to 24 years","High school or less","Percent","239","units ","0","v74049303","1.1.4.2.2","77.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 16 to 24 years","College, trades, or some university","Percent","239","units ","0","v74049304","1.1.4.2.3","81.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 16 to 24 years","Bachelor's degree or higher","Percent","239","units ","0","v74049305","1.1.4.2.4","82.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 25 to 44 years","Total, level of education","Percent","239","units ","0","v74049306","1.1.4.3.1","86.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 25 to 44 years","High school or less","Percent","239","units ","0","v74049307","1.1.4.3.2","89.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 25 to 44 years","College, trades, or some university","Percent","239","units ","0","v74049308","1.1.4.3.3","87.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 25 to 44 years","Bachelor's degree or higher","Percent","239","units ","0","v74049309","1.1.4.3.4","80.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 45 to 64 years","Total, level of education","Percent","239","units ","0","v74049310","1.1.4.4.1","89.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 45 to 64 years","High school or less","Percent","239","units ","0","v74049311","1.1.4.4.2","87.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 45 to 64 years","College, trades, or some university","Percent","239","units ","0","v74049312","1.1.4.4.3","89.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 45 to 64 years","Bachelor's degree or higher","Percent","239","units ","0","v74049313","1.1.4.4.4","89.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 65 years and over","Total, level of education","Percent","239","units ","0","v74049314","1.1.4.5.1","88.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 65 years and over","High school or less","Percent","239","units ","0","v74049315","1.1.4.5.2","88.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 65 years and over","College, trades, or some university","Percent","239","units ","0","v74049316","1.1.4.5.3","87.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Third quartile household income","Internet users aged 65 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049317","1.1.4.5.4","90.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Total, Internet users aged 16 years and over","Total, level of education","Percent","239","units ","0","v65778247","1.1.5.1.1","88.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Total, Internet users aged 16 years and over","High school or less","Percent","239","units ","0","v74049318","1.1.5.1.2","88.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Total, Internet users aged 16 years and over","College, trades, or some university","Percent","239","units ","0","v74049319","1.1.5.1.3","87.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Total, Internet users aged 16 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049320","1.1.5.1.4","90.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 16 to 24 years","Total, level of education","Percent","239","units ","0","v74049321","1.1.5.2.1","84.3","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 16 to 24 years","High school or less","Percent","239","units ","0","v74049322","1.1.5.2.2","85.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 16 to 24 years","College, trades, or some university","Percent","239","units ","0","v74049323","1.1.5.2.3","84.2","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 16 to 24 years","Bachelor's degree or higher","Percent","239","units ","0","v74049324","1.1.5.2.4","78.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 25 to 44 years","Total, level of education","Percent","239","units ","0","v74049325","1.1.5.3.1","87.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 25 to 44 years","High school or less","Percent","239","units ","0","v74049326","1.1.5.3.2","89.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 25 to 44 years","College, trades, or some university","Percent","239","units ","0","v74049327","1.1.5.3.3","87.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 25 to 44 years","Bachelor's degree or higher","Percent","239","units ","0","v74049328","1.1.5.3.4","87.9","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 45 to 64 years","Total, level of education","Percent","239","units ","0","v74049329","1.1.5.4.1","91.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 45 to 64 years","High school or less","Percent","239","units ","0","v74049330","1.1.5.4.2","90.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 45 to 64 years","College, trades, or some university","Percent","239","units ","0","v74049331","1.1.5.4.3","89.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 45 to 64 years","Bachelor's degree or higher","Percent","239","units ","0","v74049332","1.1.5.4.4","93.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 65 years and over","Total, level of education","Percent","239","units ","0","v74049333","1.1.5.5.1","92.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 65 years and over","High school or less","Percent","239","units ","0","v74049334","1.1.5.5.2","87.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 65 years and over","College, trades, or some university","Percent","239","units ","0","v74049335","1.1.5.5.3","91.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use security software","Highest quartile household income","Internet users aged 65 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049336","1.1.5.5.4","93.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Total, Internet users aged 16 years and over","Total, level of education","Percent","239","units ","0","v65778248","1.2.1.1.1","43.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Total, Internet users aged 16 years and over","High school or less","Percent","239","units ","0","v74049337","1.2.1.1.2","43.2","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Total, Internet users aged 16 years and over","College, trades, or some university","Percent","239","units ","0","v74049338","1.2.1.1.3","45.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Total, Internet users aged 16 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049339","1.2.1.1.4","40.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 16 to 24 years","Total, level of education","Percent","239","units ","0","v74049340","1.2.1.2.1","50.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 16 to 24 years","High school or less","Percent","239","units ","0","v74049341","1.2.1.2.2","47.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 16 to 24 years","College, trades, or some university","Percent","239","units ","0","v74049342","1.2.1.2.3","55.2","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 16 to 24 years","Bachelor's degree or higher","Percent","239","units ","0","v74049343","1.2.1.2.4","50.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 25 to 44 years","Total, level of education","Percent","239","units ","0","v74049344","1.2.1.3.1","44.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 25 to 44 years","High school or less","Percent","239","units ","0","v74049345","1.2.1.3.2","43.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 25 to 44 years","College, trades, or some university","Percent","239","units ","0","v74049346","1.2.1.3.3","47.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 25 to 44 years","Bachelor's degree or higher","Percent","239","units ","0","v74049347","1.2.1.3.4","41.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 45 to 64 years","Total, level of education","Percent","239","units ","0","v74049348","1.2.1.4.1","39.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 45 to 64 years","High school or less","Percent","239","units ","0","v74049349","1.2.1.4.2","39.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 45 to 64 years","College, trades, or some university","Percent","239","units ","0","v74049350","1.2.1.4.3","40.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 45 to 64 years","Bachelor's degree or higher","Percent","239","units ","0","v74049351","1.2.1.4.4","37.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 65 years and over","Total, level of education","Percent","239","units ","0","v74049352","1.2.1.5.1","40.5","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 65 years and over","High school or less","Percent","239","units ","0","v74049353","1.2.1.5.2","43.7","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 65 years and over","College, trades, or some university","Percent","239","units ","0","v74049354","1.2.1.5.3","40.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Total, household income quartiles","Internet users aged 65 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049355","1.2.1.5.4","36.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Total, Internet users aged 16 years and over","Total, level of education","Percent","239","units ","0","v65778249","1.2.2.1.1","45.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Total, Internet users aged 16 years and over","High school or less","Percent","239","units ","0","v74049356","1.2.2.1.2","45.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Total, Internet users aged 16 years and over","College, trades, or some university","Percent","239","units ","0","v74049357","1.2.2.1.3","53.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Total, Internet users aged 16 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049358","1.2.2.1.4","30.8","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 16 to 24 years","Total, level of education","Percent","239","units ","0","v74049359","1.2.2.2.1","50.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 16 to 24 years","High school or less","Percent","239","units ","0","v74049360","1.2.2.2.2","45.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 16 to 24 years","College, trades, or some university","Percent","239","units ","0","v74049361","1.2.2.2.3","58.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 16 to 24 years","Bachelor's degree or higher","Percent","239","units ","0","v74049362","1.2.2.2.4","","F","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 25 to 44 years","Total, level of education","Percent","239","units ","0","v74049363","1.2.2.3.1","43.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 25 to 44 years","High school or less","Percent","239","units ","0","v74049364","1.2.2.3.2","46.3","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 25 to 44 years","College, trades, or some university","Percent","239","units ","0","v74049365","1.2.2.3.3","50.9","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 25 to 44 years","Bachelor's degree or higher","Percent","239","units ","0","v74049366","1.2.2.3.4","29.6","E","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 45 to 64 years","Total, level of education","Percent","239","units ","0","v74049367","1.2.2.4.1","44.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 45 to 64 years","High school or less","Percent","239","units ","0","v74049368","1.2.2.4.2","39.6","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 45 to 64 years","College, trades, or some university","Percent","239","units ","0","v74049369","1.2.2.4.3","55.2","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 45 to 64 years","Bachelor's degree or higher","Percent","239","units ","0","v74049370","1.2.2.4.4","31.1","E","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 65 years and over","Total, level of education","Percent","239","units ","0","v74049371","1.2.2.5.1","49.0","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 65 years and over","High school or less","Percent","239","units ","0","v74049372","1.2.2.5.2","52.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 65 years and over","College, trades, or some university","Percent","239","units ","0","v74049373","1.2.2.5.3","46.1","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Lowest quartile household income","Internet users aged 65 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049374","1.2.2.5.4","47.8","E","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Second quartile household income","Total, Internet users aged 16 years and over","Total, level of education","Percent","239","units ","0","v65778250","1.2.3.1.1","46.2","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Second quartile household income","Total, Internet users aged 16 years and over","High school or less","Percent","239","units ","0","v74049375","1.2.3.1.2","46.2","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Second quartile household income","Total, Internet users aged 16 years and over","College, trades, or some university","Percent","239","units ","0","v74049376","1.2.3.1.3","47.4","","","","1"
"2010","Canada","2016A000011124","Internet users that currently use free versions of security software","Second quartile household income","Total, Internet users aged 16 years and over","Bachelor's degree or higher","Percent","239","units ","0","v74049377","1.2.3.1.4","43.6","","","","1"
